budget;target_energy;irradiation_min;price_coeff;transport_cost;status;minimum_energy;maximum_affordable_energy;recommended_energy;installation_cost;selected_panel;selected_battery;selected_inverter;scenario
2937204;5.8859;3.2579;1.2793;212191;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8152034;4.0703;4.6927;1.0321;155373;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26057704;5.0693;3.5856;1.0695;43090;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6799345;5.2724;2.4677;0.9607;172672;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
12621077;0.3056;2.8819;0.9804;9668;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18498090;2.8622;4.0288;1.1059;197127;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
2143893;5.7859;2.306;1.2571;99893;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
29215561;3.8607;3.6605;0.8514;2208;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3204527;3.0304;3.0192;0.9071;132800;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27682114;4.8574;5.1353;1.1506;157793;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3496708;6.626;4.4349;1.2838;231862;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23318424;0.61;5.3198;0.8826;51959;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3784080;2.2364;3.1316;1.1968;183929;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
29162814;7.3401;4.243;0.9797;41198;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
17745159;0.4878;3.0301;1.1574;57451;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13455527;2.508;3.8198;1.3124;139231;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15863101;6.3506;5.0534;0.856;5635;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
5041675;7.2971;4.578;0.856;248620;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1000068;1.2951;4.627;0.8673;148283;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25298550;1.5706;5.3141;0.9634;35300;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26664100;1.9018;3.4433;1.1685;138148;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11188513;4.3503;2.8057;1.2987;159669;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1289927;2.7442;4.5048;0.8704;177112;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
29098200;2.2095;4.9383;1.0475;99649;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21676410;5.5895;3.5764;0.8771;182284;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3660969;7.7846;2.2544;1.0684;246622;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14114912;2.268;3.2173;1.0415;215450;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19584666;7.9503;2.2156;1.0945;215221;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22267325;5.8015;4.1279;1.054;9291;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
24933572;3.2289;3.1656;1.0884;147987;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
5572185;6.5404;2.4406;1.3162;153497;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28154201;1.5286;4.9156;1.3054;106736;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7434853;1.4991;4.9958;1.1976;71542;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
12702002;6.9857;4.2234;1.1848;189574;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23755617;6.533;5.3855;0.8772;27555;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15232468;0.8274;3.2163;1.2747;186587;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21030183;7.3237;5.016;1.2209;130448;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9278166;4.6941;2.412;1.153;153859;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7383047;5.0747;3.0257;0.8606;102563;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3955259;3.8109;2.4188;1.1536;135366;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19028012;4.2201;3.2167;1.1197;30524;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19841731;6.9462;4.6503;1.284;160921;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9854200;3.5481;4.9921;1.183;119910;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11557235;1.792;4.866;0.9473;236534;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4672850;2.8046;5.2642;1.2355;211003;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22063713;6.9159;4.6563;1.1075;86727;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27192403;3.5496;5.182;1.2185;183195;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9109285;2.0621;5.3135;1.2686;47271;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
20579417;1.1473;2.3487;1.1508;208899;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27867772;6.7472;4.088;1.236;7062;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
17573207;3.7739;3.3345;1.1734;67082;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
2495156;2.8481;4.0039;0.9926;50044;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9115275;0.3235;2.5613;0.8829;219939;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18344824;2.3829;4.2134;1.3157;217864;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11393054;5.3213;3.0214;1.1387;46904;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15767954;4.9983;4.095;0.8817;241916;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23643809;2.778;3.6115;1.1637;96257;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15086598;4.4584;3.9583;1.2192;195262;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15081104;1.816;3.3033;0.9196;159174;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26277161;7.2374;2.4897;0.878;181132;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4455687;5.7312;4.5348;1.2193;222264;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7453763;4.3157;2.5825;1.2358;171096;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28107354;2.4089;5.302;0.8695;115665;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
24206781;3.5183;3.1201;0.882;73007;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22466912;3.7963;4.4415;1.0902;22597;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13544249;5.3868;2.8335;1.1434;62187;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6890170;5.9261;4.5382;1.0805;156210;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28415244;2.9347;2.5347;0.9634;39662;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
16011616;1.4131;4.3564;1.1544;168558;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8877393;1.8775;4.8289;1.1704;54155;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22556353;1.3635;4.6846;0.9056;187872;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13717697;1.5977;4.0378;1.0749;30617;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25307691;6.6402;3.398;1.1437;111940;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15059526;5.624;4.117;0.9782;203060;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25756882;2.113;2.7851;0.9158;120660;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
2001296;0.5656;2.2333;0.9629;143792;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22423406;3.0371;3.7494;1.066;137653;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9946634;6.9313;4.9648;0.9245;230643;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1991432;6.9958;2.3889;1.017;122420;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25814134;3.1047;2.2206;1.0973;188939;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7823123;6.8043;4.4693;1.0746;189064;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
24069705;5.1384;3.1251;0.9889;1452;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3144813;7.8628;3.0513;1.0798;78084;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28318430;3.9956;4.0942;1.0634;138035;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7820234;0.5355;3.3939;0.9456;32431;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
12338412;6.3443;5.1308;0.8686;232637;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
12188450;2.7135;5.0492;1.0578;100912;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
2748596;1.0377;2.5962;0.9888;169669;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
20515461;1.8766;4.779;0.9564;139373;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25288729;3.9163;4.768;0.878;49689;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11250018;6.2183;4.9626;1.1963;5899;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14764812;6.5914;4.5717;1.1986;76955;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23048620;0.3209;2.3335;1.0749;228750;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22390119;5.8387;4.5769;0.9086;63909;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21504380;4.9686;3.3716;1.0577;217991;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19342739;7.9355;3.6781;0.9195;121006;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15241998;1.0589;4.0925;1.0029;221882;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11177920;4.3984;4.631;1.3332;209887;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6588924;0.4683;5.1191;1.2156;150275;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
29089984;5.4044;2.9966;0.9798;224483;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23963448;5.9873;3.1819;1.2339;177497;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14226555;2.6401;3.2442;0.8615;143772;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
2496452;5.8129;2.9894;1.0938;149796;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9129951;3.4584;4.1974;1.0732;212283;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28787337;4.1725;4.1229;0.9171;85330;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11229178;4.7137;3.856;0.9808;65613;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3148724;3.4457;3.6516;1.0518;171156;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11943699;2.2751;4.3078;1.2832;118856;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8781477;7.2451;3.9283;0.9403;209762;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10699394;3.1715;3.9456;1.238;141556;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8103794;5.0638;5.1197;0.9437;150549;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28810431;0.6416;3.5338;1.1882;144221;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27498150;4.3981;4.0375;1.2708;237419;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7060682;5.9606;3.4226;1.2472;14171;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8100263;7.9355;5.3777;1.0016;115401;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27737244;7.3601;2.7837;0.9923;153184;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19497363;0.3401;5.1443;1.2197;45137;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21139127;0.5461;3.5474;0.9306;201702;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10391569;0.3294;4.22;1.0205;127254;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
17018762;6.0709;2.3468;1.2527;174806;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21980451;6.9996;4.9638;0.9159;217179;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23325101;2.5341;3.4291;1.1244;249508;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10073436;7.9413;2.7583;0.9452;218058;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9817271;6.3313;4.3729;0.898;171643;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7362166;1.2082;3.7902;0.9077;3146;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9919520;4.8548;5.1507;1.3087;59488;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23857621;4.6425;2.6435;1.0882;42535;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4403994;5.7294;3.4071;0.8584;160795;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
16859356;2.033;4.296;0.9268;220452;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
17430287;2.0005;4.1742;1.3435;135757;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19995070;1.0625;4.6536;1.3269;31755;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14952122;7.4957;4.4259;1.2539;81290;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26424375;4.8625;2.4208;0.9827;167793;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11834565;2.2526;3.2721;1.2192;47375;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
20301611;6.4543;3.8965;1.2593;145592;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21022221;7.5168;3.0277;1.2084;114843;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27601350;7.2888;2.2012;1.0738;178509;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3072486;4.7689;2.6381;0.9537;221389;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19489319;2.9796;5.2796;0.9184;134219;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1130659;6.0888;4.0261;0.9882;229506;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1133415;7.2669;4.9918;0.9302;5239;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
17287937;5.59;2.8254;0.8942;241981;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
12256661;3.7375;3.6938;1.2724;31282;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
20041657;0.9404;5.0955;1.2825;28260;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19399055;3.2195;4.3256;1.3283;39788;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1582038;5.5594;3.5636;1.3074;144002;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19840558;4.2995;5.3641;0.8623;163927;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27673596;5.2381;4.1213;1.0724;47060;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25005669;4.4421;2.4663;1.1385;184600;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4294941;2.843;4.7028;1.2639;1674;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14983491;3.6987;4.4152;1.0524;27326;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
20760216;4.4776;3.3019;1.1588;209385;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
29118492;7.8513;4.7005;0.8987;4754;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
24081578;1.168;3.5373;0.952;175732;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28518765;1.5105;2.3031;0.9977;183865;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7657318;0.5999;3.0547;1.0447;206802;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1352990;7.5576;2.6208;1.3248;101878;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1296971;4.8388;2.7559;1.1768;144802;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3027063;3.6;4.962;1.0512;159641;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6935592;6.8608;5.1747;0.9908;137596;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6308852;4.9298;3.2492;1.2981;213894;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26456745;4.5289;2.4713;0.928;159286;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10267419;1.2957;3.7171;0.9664;123433;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27650217;6.1672;3.8964;1.1917;47980;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18073718;4.257;4.8517;0.9943;107006;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6788458;6.2787;4.9772;1.0253;18535;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6335722;6.9406;4.4128;0.8692;195798;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
15427832;3.7838;5.1089;1.1415;82932;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11274754;4.3008;3.4926;0.9425;138821;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11139379;3.0735;4.0839;0.9724;84603;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
16753889;5.9566;3.607;1.1008;48456;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
16761518;4.9995;2.7743;0.8847;16178;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6506197;5.7184;3.181;0.9283;184027;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26756329;7.308;5.2814;1.2785;208340;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26942831;5.2467;3.4802;1.1597;16604;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9154418;6.0304;2.3984;0.9732;241355;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
16211016;2.0246;3.2558;1.2808;176521;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14703228;0.8855;5.3813;1.1299;56139;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
20782322;3.196;4.3109;1.0925;9336;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
12002606;3.1252;3.0057;1.0731;118889;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18344786;1.1983;4.6632;1.2057;84397;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26931954;2.6329;5.0863;0.9199;138078;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8210919;2.972;3.7667;1.3122;65808;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27357846;3.5245;3.4667;1.294;135620;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
5399922;2.9755;3.974;0.9563;196710;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10272149;5.1545;3.9384;1.2687;150778;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6069037;6.7597;4.26;0.9428;217316;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4960855;0.6146;3.8284;0.9337;146698;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18618381;6.061;2.3914;1.2539;163404;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
2855602;7.9335;4.6944;1.2927;60727;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1638317;0.2565;4.8211;0.9195;127933;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4185700;1.5524;5.0985;0.9603;31786;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26470980;5.175;3.3995;0.9986;42327;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14740814;3.4247;3.7805;1.0041;166368;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22580412;0.6882;2.7349;1.1941;48875;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7785954;3.8263;5.3319;1.1763;160105;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6731425;1.7914;2.303;0.9326;169726;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22753396;7.3252;2.874;0.8506;189729;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9228300;3.2954;5.3948;1.0236;184234;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
9583233;5.1567;3.471;1.1353;121342;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18723198;7.8599;3.7069;1.0475;233143;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23807908;1.3917;3.8642;1.0269;10875;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4433278;4.1775;2.4217;0.9423;128252;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19488741;1.324;3.9888;1.006;241964;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1567426;0.4927;4.5869;1.1473;238101;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
11226763;7.8649;4.6405;1.3152;220963;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
23420727;0.3173;2.498;1.1449;96780;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13498446;5.9525;3.385;1.2046;218961;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27509841;4.5342;3.0004;1.1078;122503;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6821837;4.9955;4.359;1.3393;232178;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
17357808;1.2995;3.3686;1.1313;238086;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
8552523;4.216;4.3858;1.2408;15550;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
6654974;1.3683;3.6887;0.9955;85134;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27754388;7.3562;5.2374;1.2389;245344;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
3586183;3.9211;4.2559;1.0912;120661;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14399664;2.3648;5.2961;1.3469;225879;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21685700;7.5064;2.2191;1.3355;7187;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19438930;1.0609;5.128;0.8963;188472;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
7722909;6.8312;4.3419;1.1277;58186;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
27856910;3.6669;2.3553;1.0865;178249;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13396255;1.9379;3.7179;0.9429;158215;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
25006668;7.1997;4.7182;0.9754;52044;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21082618;4.7733;5.365;1.049;244317;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10105612;6.7885;5.3461;1.262;108899;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10116859;3.1595;5.044;0.8551;190400;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28094139;6.2346;2.8099;1.1534;109304;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10124110;4.6938;5.1824;1.0775;232429;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26914143;0.5802;3.5063;1.0671;50875;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13358065;1.9889;4.4534;1.0318;237576;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
14972664;0.5415;5.1268;1.0551;72339;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
21874489;7.1637;5.1492;0.955;108001;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
13928001;0.9198;5.1941;1.0542;145020;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
22252958;0.7074;4.4039;1.1083;247882;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
26284249;5.9684;2.4996;1.0209;47235;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
1533955;7.0014;3.7615;1.0436;13774;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
28417918;6.7033;3.556;1.1118;142613;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
19625330;0.2604;2.7504;1.1201;241466;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
4899556;5.4678;3.0795;0.9677;214083;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
18714398;6.9213;4.2165;1.1501;356;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
29126598;2.0095;2.848;1.2727;181690;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
10761960;3.934;3.5816;1.2338;247150;"no_catalog_solution";"";"";"";"";"";"";"";"Catalogue incomplet"
