budget;target_energy;irradiation_min;price_coeff;transport_cost;status;minimum_energy;maximum_affordable_energy;recommended_energy;installation_cost;selected_panel;selected_battery;selected_inverter;scenario
20981553;5.5435;3.2023;0.9133;15643;"recommended_target";0.97;9.66;5.79;15199608;"P1";"B1";"I1";"Catalogue standard"
8411473;5.2369;5.0285;1.3187;174181;"no_solution_budget";1.32;0;"";"";"";"";"";"Catalogue standard"
25715453;2.849;2.7812;1.2401;165792;"recommended_target";1.23;11.08;3.69;15836797;"P1";"B1";"I1";"Catalogue standard"
15927317;4.9411;2.9414;1.1947;179846;"recommended_target";1.54;9.24;6.16;11218714;"P1";"B1";"I1";"Catalogue standard"
26955230;2.6763;2.4707;1.1527;186828;"recommended_target";0.95;9.51;2.85;12350237;"P1";"B1";"I1";"Catalogue standard"
7526243;5.8577;4.6587;1.2533;158528;"no_solution_budget";1.43;0;"";"";"";"";"";"Catalogue standard"
25663152;3.1997;5.3505;1.0837;32764;"recommended_target";2.19;16.43;3.29;10114225;"P2";"B1";"I1";"Catalogue standard"
24009953;0.4354;3.1567;0.9049;177726;"recommended_target";0.94;12.25;0.94;8760351;"P1";"B1";"I1";"Catalogue standard"
8524850;1.4952;5.1461;1.2536;220290;"no_solution_budget";1.48;0;"";"";"";"";"";"Catalogue standard"
14580618;4.672;4.5967;0.8954;6381;"recommended_target";2.37;23.68;4.74;5744671;"P1";"B1";"I1";"Catalogue standard"
9562865;4.6644;4.6591;0.905;55869;"recommended_budget_limited";1.76;3.52;3.52;9270381;"P1";"B1";"I1";"Catalogue standard"
12064686;4.6574;2.8163;0.9496;174297;"recommended_budget_limited";1.24;3.71;3.71;11851788;"P1";"B1";"I1";"Catalogue standard"
12271885;2.4648;2.9515;1.3359;235312;"recommended_budget_limited";0.88;1.77;1.77;12125946;"P1";"B1";"I1";"Catalogue standard"
13087259;5.1544;4.2062;1.2718;89933;"no_solution_budget";1.62;0;"";"";"";"";"";"Catalogue standard"
12355367;7.4013;3.0196;1.0906;240896;"no_solution_budget";0.98;0;"";"";"";"";"";"Catalogue standard"
13082915;2.8228;4.171;0.8969;97565;"no_solution_budget";1.73;0;"";"";"";"";"";"Catalogue standard"
26030970;1.8049;3.9697;1.1384;174257;"recommended_target";1.72;12.07;2.59;8269924;"P2";"B1";"I1";"Catalogue standard"
18365748;2.2311;2.7327;0.9603;215451;"recommended_target";1.29;10.31;2.58;9874508;"P1";"B1";"I1";"Catalogue standard"
29861453;0.3112;3.4118;1.1475;81460;"recommended_target";0.92;13.78;0.92;10416305;"P1";"B1";"I1";"Catalogue standard"
8513628;0.6292;3.3317;1.1267;41943;"no_solution_budget";1.54;0;"";"";"";"";"";"Catalogue standard"
2971019;5.1601;2.3154;0.9441;90616;"no_solution_budget";1.15;0;"";"";"";"";"";"Catalogue standard"
21611738;5.6945;4.0896;0.971;24780;"recommended_target";1.55;9.3;6.2;15482362;"P1";"B2";"I1";"Catalogue standard"
21636987;7.5267;4.1248;1.0939;57611;"recommended_target";1.87;11.24;8.43;18684333;"P2";"B2";"I1";"Catalogue standard"
8510768;7.3356;4.9452;1.0649;163047;"no_solution_budget";1.82;0;"";"";"";"";"";"Catalogue standard"
21415596;5.22;2.3091;1.1565;42751;"recommended_target";0.99;6.91;5.92;18908795;"P1";"B1";"I1";"Catalogue standard"
19748334;1.2631;5.3348;1.1732;79703;"recommended_target";2.04;16.32;2.04;10386421;"P1";"B1";"I1";"Catalogue standard"
4481259;4.2185;3.926;1.2079;85861;"no_solution_budget";1.52;0;"";"";"";"";"";"Catalogue standard"
5220656;7.8906;5.2841;1.3453;218233;"no_solution_budget";2.2;0;"";"";"";"";"";"Catalogue standard"
13543174;7.6946;3.0048;1.0969;50400;"no_solution_budget";1.22;0;"";"";"";"";"";"Catalogue standard"
4637823;6.8275;4.8882;1.0597;8080;"no_solution_budget";1.53;0;"";"";"";"";"";"Catalogue standard"
6864293;4.0899;2.4098;1.2658;33912;"no_solution_budget";0.72;0;"";"";"";"";"";"Catalogue standard"
24312564;1.2457;2.6042;0.9988;163053;"recommended_target";0.75;8.95;1.49;10748219;"P1";"B1";"I1";"Catalogue standard"
11357897;5.9834;3.3208;1.2183;133446;"no_solution_budget";1.04;0;"";"";"";"";"";"Catalogue standard"
24481880;3.6152;3.3396;1.2614;153155;"recommended_target";1.41;9.85;4.22;20358686;"P1";"B2";"I1";"Catalogue standard"
9788725;2.868;3.3729;1.0301;225857;"recommended_target";1.09;4.34;3.26;8761105;"P1";"B1";"I1";"Catalogue standard"
14205586;5.678;4.8159;0.8963;26265;"no_solution_budget";1.9;0;"";"";"";"";"";"Catalogue standard"
9571480;0.566;2.4233;1.056;14999;"no_solution_budget";1.23;0;"";"";"";"";"";"Catalogue standard"
2488382;4.4405;2.4976;0.8515;229940;"no_solution_budget";0.98;0;"";"";"";"";"";"Catalogue standard"
6851876;6.5381;4.2687;0.8687;176143;"recommended_budget_limited";1.17;2.33;2.33;6590239;"P1";"B1";"I1";"Catalogue standard"
15694916;3.6349;5.3223;1.2987;98574;"recommended_target";1.49;5.96;4.47;13592362;"P1";"B1";"I1";"Catalogue standard"
2286861;6.0789;2.8132;0.8607;133309;"no_solution_budget";1.3;0;"";"";"";"";"";"Catalogue standard"
20132939;3.8957;2.7285;1.103;55091;"recommended_target";0.75;4.49;4.48;19493228;"P1";"B2";"I1";"Catalogue standard"
4523645;3.0042;3.5895;1.0122;103075;"no_solution_budget";1.76;0;"";"";"";"";"";"Catalogue standard"
17930676;2.0483;4.2723;0.9888;32742;"recommended_target";2.04;18.4;3.06;10198573;"P2";"B1";"I1";"Catalogue standard"
3624240;6.4814;5.1666;0.9836;169555;"no_solution_budget";1.47;0;"";"";"";"";"";"Catalogue standard"
10593283;6.7766;2.6365;0.9893;229174;"recommended_budget_limited";1.02;5.12;5.12;9649550;"P1";"B1";"I1";"Catalogue standard"
22905846;1.2977;4.4269;1.0848;85144;"recommended_target";1.92;17.27;1.92;13352117;"P1";"B1";"I1";"Catalogue standard"
15952390;6.2566;2.8795;1.0871;15234;"no_solution_budget";0.8;0;"";"";"";"";"";"Catalogue standard"
14680121;6.6489;3.9775;1.2096;111032;"no_solution_budget";1.92;0;"";"";"";"";"";"Catalogue standard"
19184629;7.4721;2.7339;1.3411;212730;"recommended_budget_limited";1.43;4.28;4.28;17974276;"P1";"B2";"I1";"Catalogue standard"
19488618;0.8917;2.86;1.1636;35953;"recommended_target";0.98;11.76;0.98;10696036;"P1";"B1";"I1";"Catalogue standard"
9232270;2.1075;4.8572;1.2789;232057;"no_solution_budget";1.37;0;"";"";"";"";"";"Catalogue standard"
22459998;5.1735;3.4543;0.8581;181768;"recommended_target";1.25;22.57;5.64;9970840;"P2";"B2";"I1";"Catalogue standard"
19874148;4.2371;2.7526;1.1995;50045;"recommended_budget_limited";1.4;4.19;4.19;19602803;"P1";"B2";"I1";"Catalogue standard"
13669529;3.6179;5.0224;1.2513;236037;"no_solution_budget";2.18;0;"";"";"";"";"";"Catalogue standard"
6930393;4.0051;2.2178;1.3028;163935;"no_solution_budget";1.03;0;"";"";"";"";"";"Catalogue standard"
7675283;1.8337;3.5192;1.0978;35106;"no_solution_budget";1.02;0;"";"";"";"";"";"Catalogue standard"
24202649;2.4526;2.2454;1.0289;57031;"recommended_target";0.65;13;2.6;9658652;"P1";"B1";"I1";"Catalogue standard"
1051000;4.3695;2.2967;1.1689;222338;"no_solution_budget";1;0;"";"";"";"";"";"Catalogue standard"
25814937;3.8477;3.4895;1.1789;58499;"recommended_target";1.48;16.32;4.45;14963849;"P1";"B2";"I1";"Catalogue standard"
3545128;7.8882;2.5607;1.0447;165277;"no_solution_budget";1.24;0;"";"";"";"";"";"Catalogue standard"
8191630;1.6676;5.3289;1.0785;102125;"no_solution_budget";2.22;0;"";"";"";"";"";"Catalogue standard"
7781676;7.2108;4.4874;1.0018;148638;"no_solution_budget";1.77;0;"";"";"";"";"";"Catalogue standard"
16050566;6.496;3.1972;1.2763;239624;"no_solution_budget";1.6;0;"";"";"";"";"";"Catalogue standard"
22993752;6.0324;3.5894;1.3394;57505;"recommended_target";1.28;6.39;6.39;22281746;"P1";"B1";"I1";"Catalogue standard"
2063793;1.9023;2.4161;1.3072;171615;"no_solution_budget";0.9;0;"";"";"";"";"";"Catalogue standard"
4457362;6.9523;4.4218;0.8571;42711;"no_solution_budget";1.79;0;"";"";"";"";"";"Catalogue standard"
5308113;6.0939;3.4595;0.9484;226585;"no_solution_budget";1.37;0;"";"";"";"";"";"Catalogue standard"
26883902;2.5443;4.8465;1.0234;158661;"recommended_target";1.84;25.75;2.76;13770753;"P2";"B1";"I1";"Catalogue standard"
27855170;4.6299;4.9901;0.9101;223287;"recommended_target";1.49;33.57;5.97;11393639;"P1";"B1";"I1";"Catalogue standard"
15347162;2.1882;4.2291;1.3143;198492;"recommended_target";1.47;10.32;2.21;10137044;"P2";"B2";"I1";"Catalogue standard"
4898672;7.5045;4.1521;1.0862;198187;"no_solution_budget";1.53;0;"";"";"";"";"";"Catalogue standard"
26177067;6.0866;4.716;1.1605;63010;"recommended_target";2.06;18.5;6.17;15221990;"P1";"B2";"I1";"Catalogue standard"
12246968;1.2945;2.2687;1.1117;144821;"recommended_budget_limited";1.17;1.17;1.17;11649089;"P1";"B1";"I1";"Catalogue standard"
11960435;6.978;3.9479;1.0781;4032;"no_solution_budget";1.11;0;"";"";"";"";"";"Catalogue standard"
11885236;5.3104;3.685;1.0664;149515;"no_solution_budget";1.66;0;"";"";"";"";"";"Catalogue standard"
12161078;2.0651;3.5895;1.2727;120073;"recommended_target";1.4;2.1;2.1;12154770;"P2";"B1";"I1";"Catalogue standard"
12195270;6.1563;3.8088;1.0138;195816;"no_solution_budget";1.08;0;"";"";"";"";"";"Catalogue standard"
28220192;7.0456;4.3112;0.9654;68530;"recommended_target";1.61;27.37;7.25;15330988;"P2";"B2";"I1";"Catalogue standard"
13374990;5.2643;5.2477;1.1968;151472;"recommended_budget_limited";1.5;2.25;2.25;13171739;"P2";"B1";"I1";"Catalogue standard"
25135719;1.135;5.3347;1.2864;234144;"recommended_target";2.11;10.56;2.11;17306249;"P1";"B1";"I1";"Catalogue standard"
25186709;6.1951;3.3022;0.9127;124876;"recommended_target";1.16;15.04;6.94;21108847;"P1";"B2";"I1";"Catalogue standard"
13758571;2.0526;2.7601;0.9846;74214;"recommended_budget_limited";0.95;1.9;1.9;13350477;"P1";"B1";"I1";"Catalogue standard"
22445397;4.516;4.9676;0.8843;185756;"recommended_target";2.11;23.16;6.32;12078609;"P1";"B1";"I1";"Catalogue standard"
12196968;2.1315;2.6163;1.3094;187487;"recommended_target";0.72;5.03;2.15;8483435;"P1";"B1";"I1";"Catalogue standard"
26198250;4.9903;3.6115;1.125;215644;"recommended_target";1.31;14.39;5.23;18748425;"P1";"B1";"I1";"Catalogue standard"
22100002;6.193;4.1351;0.8904;91360;"recommended_target";1.34;10.69;6.68;16217915;"P1";"B2";"I1";"Catalogue standard"
8407202;3.8749;3.236;0.8773;90431;"recommended_budget_limited";1.35;2.7;2.7;7951772;"P1";"B2";"I1";"Catalogue standard"
2010490;6.1401;4.7207;1.184;131744;"no_solution_budget";1.31;0;"";"";"";"";"";"Catalogue standard"
10689191;6.1825;3.8974;0.9854;78200;"no_solution_budget";2;0;"";"";"";"";"";"Catalogue standard"
3747692;5.2924;4.2964;1.2207;157222;"no_solution_budget";1.5;0;"";"";"";"";"";"Catalogue standard"
26357469;3.3093;4.4488;1.0606;213750;"recommended_target";2.18;13.07;4.36;11905939;"P1";"B1";"I1";"Catalogue standard"
29715025;3.3579;4.1333;0.8853;204585;"recommended_target";1.64;21.28;4.91;13251913;"P1";"B1";"I1";"Catalogue standard"
4203522;1.0602;4.0853;1.3061;64723;"no_solution_budget";2.07;0;"";"";"";"";"";"Catalogue standard"
18439061;2.2827;4.9212;0.9501;232169;"recommended_target";2.54;25.43;2.54;10312253;"P1";"B1";"I1";"Catalogue standard"
17225787;3.5687;3.2124;0.9017;186390;"recommended_target";1.33;14.68;4;6198358;"P1";"B1";"I1";"Catalogue standard"
6346272;3.5874;2.9195;0.9622;41146;"no_solution_budget";1.07;0;"";"";"";"";"";"Catalogue standard"
6410752;3.5012;2.7239;1.2117;831;"no_solution_budget";0.88;0;"";"";"";"";"";"Catalogue standard"
6085743;5.8618;3.3298;1.0165;208791;"no_solution_budget";1.62;0;"";"";"";"";"";"Catalogue standard"
3766758;7.7526;3.8665;1.2771;34744;"no_solution_budget";1.53;0;"";"";"";"";"";"Catalogue standard"
24421915;4.8888;3.158;1.3393;12254;"recommended_target";0.93;5.57;5.57;23875319;"P1";"B1";"I1";"Catalogue standard"
18663350;6.9377;3.4836;0.8887;236501;"recommended_budget_limited";1.69;5.07;5.07;18184410;"P1";"B2";"I1";"Catalogue standard"
3163780;5.0833;4.3899;1.1038;212267;"no_solution_budget";2.01;0;"";"";"";"";"";"Catalogue standard"
23201909;3.088;2.5713;1.0302;170444;"recommended_target";0.89;13.39;3.57;10819144;"P1";"B1";"I1";"Catalogue standard"
3578400;6.1057;4.0784;0.9267;84008;"no_solution_budget";2.06;0;"";"";"";"";"";"Catalogue standard"
21398901;3.4498;4.7459;0.9134;82972;"recommended_budget_limited";1.85;1.85;1.85;21390709;"P1";"B1";"I1";"Catalogue standard"
16569647;5.5596;3.1487;1.1892;242778;"no_solution_budget";1.17;0;"";"";"";"";"";"Catalogue standard"
14464134;5.8657;2.8112;1.2353;103748;"recommended_target";1.08;7.53;6.45;12871576;"P1";"B1";"I1";"Catalogue standard"
23400100;0.418;4.5505;1.1065;5718;"recommended_target";1.93;15.45;1.93;14640885;"P1";"B1";"I1";"Catalogue standard"
6965120;5.5308;5.1329;0.9475;14545;"recommended_budget_limited";2.11;3.16;3.16;6819638;"P2";"B1";"I1";"Catalogue standard"
21207708;3.4016;2.8433;0.9877;23240;"recommended_target";0.98;7.83;3.92;16300512;"P1";"B1";"I1";"Catalogue standard"
1247808;6.4201;4.7632;1.2723;40976;"no_solution_budget";1.89;0;"";"";"";"";"";"Catalogue standard"
29831480;5.2596;3.9778;1.2926;95747;"recommended_target";1.83;16.45;5.48;15189338;"P1";"B2";"I1";"Catalogue standard"
6695839;5.2541;4.2285;1.216;76674;"no_solution_budget";1.87;0;"";"";"";"";"";"Catalogue standard"
3824756;7.4505;2.5389;1.0504;228136;"no_solution_budget";0.75;0;"";"";"";"";"";"Catalogue standard"
20317681;1.729;2.5821;0.9353;88617;"recommended_target";0.83;10.8;2.49;10040119;"P1";"B1";"I1";"Catalogue standard"
15812910;7.6299;5.0442;0.8831;207290;"recommended_target";2.58;12.9;7.74;9189922;"P1";"B2";"I1";"Catalogue standard"
29316100;1.261;4.1388;1.3049;4275;"recommended_target";1.87;22.46;1.87;14385788;"P1";"B1";"I1";"Catalogue standard"
11857239;5.3006;4.646;0.9014;81740;"recommended_budget_limited";1.57;3.15;3.15;11371658;"P1";"B1";"I1";"Catalogue standard"
5779695;2.893;5.2502;0.9304;99302;"no_solution_budget";2.05;0;"";"";"";"";"";"Catalogue standard"
15030715;0.2638;3.3624;1.052;18608;"recommended_target";1.04;6.22;1.04;8652425;"P1";"B1";"I1";"Catalogue standard"
9004470;1.1733;2.3443;0.9447;116630;"recommended_target";0.66;1.97;1.32;8367974;"P1";"B1";"I1";"Catalogue standard"
28306807;3.0449;3.7644;1.2194;126505;"recommended_target";1.93;26.05;3.86;6968267;"P1";"B1";"I1";"Catalogue standard"
21266831;7.4458;4.6435;1.2351;7258;"no_solution_budget";1.26;0;"";"";"";"";"";"Catalogue standard"
8922128;7.0616;4.2776;0.9479;104757;"no_solution_budget";1.13;0;"";"";"";"";"";"Catalogue standard"
13690711;1.975;2.2921;1.0673;117827;"recommended_budget_limited";1.16;1.16;1.16;13611738;"P1";"B1";"I1";"Catalogue standard"
22909814;7.1149;2.3067;1.1983;24893;"recommended_budget_limited";0.64;1.93;1.93;22221037;"P1";"B2";"I1";"Catalogue standard"
21243133;5.8798;4.0627;0.9251;63439;"recommended_target";1.79;10.75;7.17;19353971;"P1";"B2";"I1";"Catalogue standard"
28325734;5.8696;2.2722;0.9988;60351;"recommended_target";0.74;7.75;5.9;25245232;"P1";"B2";"I1";"Catalogue standard"
14416922;7.0921;4.979;1.051;244104;"no_solution_budget";1.89;0;"";"";"";"";"";"Catalogue standard"
15116373;4.5246;3.1488;1.3429;70441;"no_solution_budget";1.33;0;"";"";"";"";"";"Catalogue standard"
11879006;0.714;3.6809;1.1913;192960;"recommended_target";1.18;3.53;1.18;10547675;"P1";"B1";"I1";"Catalogue standard"
13418063;7.3882;3.2253;1.1394;5373;"recommended_budget_limited";1.24;2.47;2.47;13298321;"P1";"B2";"I1";"Catalogue standard"
2840290;1.3406;3.1752;1.1925;12043;"no_solution_budget";1.02;0;"";"";"";"";"";"Catalogue standard"
20644626;7.5122;3.9592;1.0842;146332;"recommended_target";1.17;10.57;8.21;17206139;"P1";"B2";"I1";"Catalogue standard"
10200939;2.8628;3.3555;0.9016;10004;"recommended_target";1.27;12.68;3.81;5162084;"P1";"B1";"I1";"Catalogue standard"
17826922;0.6728;4.1742;0.9092;118575;"recommended_target";1.44;10.1;1.44;6182886;"P1";"B1";"I1";"Catalogue standard"
4205559;0.5957;3.9384;1.0704;133981;"no_solution_budget";1.49;0;"";"";"";"";"";"Catalogue standard"
21625816;5.766;2.6564;1.2211;182260;"recommended_target";1.38;6.9;6.22;20499620;"P2";"B2";"I2";"Catalogue standard"
19468761;3.0077;4.0574;1.1815;87856;"no_solution_budget";2;0;"";"";"";"";"";"Catalogue standard"
16062130;4.629;2.8294;0.9899;155500;"recommended_target";1.23;8.62;4.92;13378951;"P1";"B1";"I1";"Catalogue standard"
4365357;0.4773;3.4686;1.0882;229583;"no_solution_budget";1.4;0;"";"";"";"";"";"Catalogue standard"
20605819;4.6027;5.0438;1.3214;222863;"recommended_target";1.45;13.01;5.78;12765684;"P1";"B1";"I1";"Catalogue standard"
13983566;2.8567;2.7641;1.1175;144226;"recommended_target";0.82;3.28;3.28;12890505;"P1";"B1";"I1";"Catalogue standard"
1654245;1.8435;4.2931;0.8786;220652;"no_solution_budget";2.03;0;"";"";"";"";"";"Catalogue standard"
19676497;6.7804;2.354;1.1121;24944;"recommended_budget_limited";0.91;3.64;3.64;18850017;"P1";"B2";"I1";"Catalogue standard"
13918739;3.9098;4.0736;1.3402;33514;"no_solution_budget";1.19;0;"";"";"";"";"";"Catalogue standard"
20779422;7.1169;5.2699;1.3074;114500;"no_solution_budget";2.72;0;"";"";"";"";"";"Catalogue standard"
26641930;5.776;2.8304;1.0158;125852;"recommended_target";1.15;17.23;6.89;14042301;"P1";"B1";"I1";"Catalogue standard"
23850378;6.8206;2.8566;1.242;43164;"recommended_budget_limited";1.29;3.86;3.86;23759008;"P1";"B1";"I1";"Catalogue standard"
17198198;7.0948;3.3883;1.3385;231745;"recommended_budget_limited";1.05;1.57;1.57;16963892;"P2";"B2";"I1";"Catalogue standard"
15901997;2.9413;5.3608;1.1116;148098;"recommended_target";2.2;26.44;3.3;8943370;"P2";"B1";"I1";"Catalogue standard"
14298580;2.7785;3.7432;1.315;229298;"no_solution_budget";1.76;0;"";"";"";"";"";"Catalogue standard"
4085619;6.2975;4.2896;0.8794;102772;"no_solution_budget";1.77;0;"";"";"";"";"";"Catalogue standard"
22041945;3.9778;4.9903;1.31;245086;"recommended_target";2.32;34.75;4.63;8390816;"P1";"B1";"I1";"Catalogue standard"
27227227;2.0484;4.4053;1.0795;125577;"recommended_target";1.8;18.92;2.7;9837407;"P2";"B1";"I1";"Catalogue standard"
25238824;0.5941;3.9987;1.1632;212379;"recommended_target";1.78;14.23;1.78;9445413;"P1";"B1";"I1";"Catalogue standard"
20061034;2.4716;3.7341;0.8826;2923;"recommended_target";1.55;21.76;3.11;7165576;"P1";"B1";"I1";"Catalogue standard"
2095422;5.2472;3.2898;1.2477;208602;"no_solution_budget";1.14;0;"";"";"";"";"";"Catalogue standard"
2023138;5.6537;2.2111;1.1544;106643;"no_solution_budget";1;0;"";"";"";"";"";"Catalogue standard"
11295543;6.1744;4.6591;1.0879;63760;"recommended_budget_limited";2.36;2.36;2.36;10572142;"P1";"B1";"I1";"Catalogue standard"
1617094;6.6326;3.7476;1.2213;86769;"no_solution_budget";1;0;"";"";"";"";"";"Catalogue standard"
7069883;6.5363;2.9809;1.2098;227911;"no_solution_budget";1.23;0;"";"";"";"";"";"Catalogue standard"
19707969;2.2842;2.7968;0.8827;181733;"recommended_target";1.12;8.98;3.37;9333008;"P1";"B1";"I1";"Catalogue standard"
12808014;5.5935;4.1661;0.911;102772;"no_solution_budget";1.5;0;"";"";"";"";"";"Catalogue standard"
14203984;6.0301;3.9123;1.1718;186906;"recommended_budget_limited";1.75;5.24;5.24;13527654;"P1";"B1";"I1";"Catalogue standard"
13460719;2.3692;5.3953;1.267;245957;"recommended_target";2.58;7.75;2.58;11478899;"P1";"B1";"I1";"Catalogue standard"
16507702;1.9899;2.73;0.979;12308;"recommended_target";1.31;9.2;2.63;12317115;"P1";"B2";"I1";"Catalogue standard"
22211817;5.2736;2.3272;1.3346;186640;"recommended_budget_limited";0.76;1.52;1.52;21567040;"P1";"B2";"I1";"Catalogue standard"
17424389;5.3686;5.0749;1.2154;19313;"recommended_target";2.34;18.73;7.02;11761777;"P1";"B1";"I1";"Catalogue standard"
19981603;1.6568;4.7853;1.3384;64329;"recommended_target";2.06;12.36;2.06;11866076;"P1";"B1";"I1";"Catalogue standard"
22966133;3.9006;4.0803;1.2236;157533;"recommended_target";1.61;16.07;4.82;11939857;"P1";"B1";"I1";"Catalogue standard"
20071120;1.9237;4.0564;1.0296;58586;"recommended_target";1.77;13.26;2.65;6146996;"P2";"B1";"I1";"Catalogue standard"
5249131;3.1629;4.7256;0.9288;154680;"no_solution_budget";2.42;0;"";"";"";"";"";"Catalogue standard"
12980078;6.1166;4.7834;1.0499;132396;"recommended_budget_limited";1.96;2.93;2.93;12764523;"P2";"B1";"I1";"Catalogue standard"
8510607;5.2652;5.2382;1.2943;97484;"recommended_budget_limited";2.33;4.66;4.66;8109844;"P1";"B1";"I1";"Catalogue standard"
29943979;6.2818;3.1169;0.9216;106327;"recommended_target";0.84;17.61;6.71;10393222;"P1";"B1";"I1";"Catalogue standard"
2733785;0.4329;4.3696;1.2826;8533;"no_solution_budget";1.93;0;"";"";"";"";"";"Catalogue standard"
14350214;7.9229;5.291;0.8719;30053;"no_solution_budget";2.62;0;"";"";"";"";"";"Catalogue standard"
29526540;7.0464;3.6501;1.2587;175545;"recommended_budget_limited";1.05;6.32;6.32;29346200;"P2";"B1";"I1";"Catalogue standard"
16721260;7.4389;3.7175;0.9956;113001;"no_solution_budget";1.64;0;"";"";"";"";"";"Catalogue standard"
10314391;1.6556;2.5373;0.8844;104071;"recommended_target";1.3;6.49;1.95;6614128;"P2";"B1";"I1";"Catalogue standard"
25707962;2.8349;3.6453;0.9202;132347;"recommended_target";1.67;22.51;3.34;11334003;"P1";"B1";"I1";"Catalogue standard"
21643861;4.0848;3.7181;1.0787;245152;"recommended_target";1.34;14.75;5.37;12426023;"P1";"B1";"I1";"Catalogue standard"
11329831;6.7071;4.2119;1.063;145070;"no_solution_budget";2.07;0;"";"";"";"";"";"Catalogue standard"
23010397;0.8302;2.2869;1.3323;174106;"recommended_target";1.01;13.07;1.01;9815508;"P1";"B1";"I1";"Catalogue standard"
8844829;1.485;3.5135;0.9268;6770;"no_solution_budget";1.64;0;"";"";"";"";"";"Catalogue standard"
5188486;4.0297;4.7159;1.104;118542;"no_solution_budget";1.92;0;"";"";"";"";"";"Catalogue standard"
10940626;3.9368;2.3517;1.0636;34197;"recommended_budget_limited";1.14;1.14;1.14;10495473;"P1";"B1";"I1";"Catalogue standard"
27112953;1.6995;5.246;0.9675;231029;"recommended_target";1.77;37.07;1.77;10051637;"P1";"B1";"I1";"Catalogue standard"
20725501;7.9498;3.3662;1.014;156496;"no_solution_budget";1.14;0;"";"";"";"";"";"Catalogue standard"
1001958;4.9234;5.1704;1.1554;227653;"no_solution_budget";1.62;0;"";"";"";"";"";"Catalogue standard"
23072225;7.1213;2.3414;1.095;222668;"recommended_target";1.02;9.21;7.17;19819846;"P1";"B2";"I2";"Catalogue standard"
29186681;6.8578;3.4455;0.9392;46190;"recommended_target";1.34;13.41;8.05;19335752;"P1";"B2";"I1";"Catalogue standard"
19545026;6.4111;4.3779;1.03;35358;"recommended_target";1.99;14.89;7.95;14146663;"P1";"B2";"I1";"Catalogue standard"
5082381;2.7652;3.3585;0.9258;219841;"no_solution_budget";1.38;0;"";"";"";"";"";"Catalogue standard"
20230562;6.3171;4.7477;0.9932;54357;"recommended_target";1.42;25.57;6.4;12440701;"P2";"B1";"I1";"Catalogue standard"
5463048;5.4125;3.3921;1.1224;42616;"no_solution_budget";1.35;0;"";"";"";"";"";"Catalogue standard"
25611206;6.404;4.8064;1.3275;72819;"recommended_target";2.14;17.16;6.43;16988241;"P1";"B1";"I1";"Catalogue standard"
29749761;1.5638;3.1702;1.0489;23577;"recommended_target";0.86;17.17;1.72;10854542;"P1";"B1";"I1";"Catalogue standard"
13975393;2.0933;2.7113;0.9062;155785;"recommended_target";1.23;11.07;2.46;8815090;"P1";"B1";"I1";"Catalogue standard"
14953460;6.307;2.4338;1.0513;167466;"recommended_target";0.92;6.41;6.41;14422264;"P1";"B1";"I1";"Catalogue standard"
23067796;5.3348;3.1001;0.9948;9743;"recommended_target";0.84;10.04;5.86;15320647;"P1";"B1";"I1";"Catalogue standard"
23288892;0.3301;3.3864;1.313;231754;"recommended_target";1.37;8.22;1.37;14068201;"P1";"B1";"I1";"Catalogue standard"
29554144;2.4142;2.3116;0.9335;114299;"recommended_target";0.96;16.3;2.88;10902509;"P1";"B1";"I1";"Catalogue standard"
1860216;3.5946;4.6637;1.1576;123119;"no_solution_budget";1.31;0;"";"";"";"";"";"Catalogue standard"
10724162;7.891;3.9829;1.1708;158241;"recommended_budget_limited";1.58;4.76;4.76;10650627;"P2";"B1";"I1";"Catalogue standard"
9272901;3.1455;3.6233;1.1223;212791;"no_solution_budget";1.81;0;"";"";"";"";"";"Catalogue standard"
1493773;4.5437;2.5355;1.0251;222893;"no_solution_budget";1.3;0;"";"";"";"";"";"Catalogue standard"
9113432;2.1478;4.4163;1.2291;148321;"no_solution_budget";2.21;0;"";"";"";"";"";"Catalogue standard"
8506997;3.6501;3.3682;1.2028;11362;"no_solution_budget";1.18;0;"";"";"";"";"";"Catalogue standard"
11020585;7.38;3.3918;0.9299;172171;"no_solution_budget";0.96;0;"";"";"";"";"";"Catalogue standard"
23791257;3.7495;2.2981;0.9622;123726;"recommended_target";0.97;8.69;3.86;8883908;"P1";"B2";"I1";"Catalogue standard"
24112068;1.7173;3.8031;1.1254;103285;"recommended_target";1.84;20.24;1.84;12210875;"P1";"B1";"I1";"Catalogue standard"
7299739;7.636;2.3501;1.0287;190926;"no_solution_budget";0.84;0;"";"";"";"";"";"Catalogue standard"
29890663;4.5726;3.5225;0.9968;199576;"recommended_target";1.78;14.2;5.33;17534159;"P1";"B2";"I1";"Catalogue standard"
3593341;2.7717;3.5673;0.8625;244837;"no_solution_budget";0.97;0;"";"";"";"";"";"Catalogue standard"
18997187;1.9486;3.5396;0.9164;175147;"recommended_target";1.54;18.51;2.31;10256070;"P2";"B1";"I1";"Catalogue standard"
2185308;7.0032;5.3234;1.2928;34267;"no_solution_budget";2.43;0;"";"";"";"";"";"Catalogue standard"
5366062;7.1731;4.0068;0.9513;149271;"no_solution_budget";1.94;0;"";"";"";"";"";"Catalogue standard"
7506172;5.7077;2.8416;1.2828;237111;"no_solution_budget";1.18;0;"";"";"";"";"";"Catalogue standard"
